claim_boundary,epoch,figure,model_label,run,seed_count,selection_role,source_file,train_loss,val_accuracy,val_loss
training history only; not a significance test,1,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,1.565259663682235,0.712219500541687,1.3299814462661743
training history only; not a significance test,2,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,1.1317867087690454,0.725897204875946,1.028417432308197
training history only; not a significance test,3,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,1.0016716702988273,0.720234477519989,1.003446912765503
training history only; not a significance test,4,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9898403177135869,0.7199285745620727,1.0014461517333983
training history only; not a significance test,5,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9881395274087003,0.7321625828742981,0.9899476766586304
training history only; not a significance test,6,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9806213520075145,0.7316648006439209,0.9928658485412598
training history only; not a significance test,7,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.989077877057226,0.7247544646263122,0.9981692671775818
training history only; not a significance test,8,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9880569639958834,0.7231156349182128,0.9992841601371765
training history only; not a significance test,9,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9864496682819567,0.7357134699821473,0.9820879936218262
training history only; not a significance test,10,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9785165410292777,0.7235021114349365,0.9893713235855103
training history only; not a significance test,11,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9672906979134208,0.7394055843353271,0.9710855722427368
training history only; not a significance test,12,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.952313023178201,0.7491429686546326,0.9501496195793152
training history only; not a significance test,13,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9427760149303236,0.7500543713569641,0.9438658714294433
training history only; not a significance test,14,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.9274669932691675,0.7568437814712524,0.9206456780433655
training history only; not a significance test,15,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.901610476405997,0.7539183378219605,0.9086905002593995
training history only; not a significance test,16,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.8846872103841681,0.7646635174751282,0.8849666953086853
training history only; not a significance test,17,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.8771779568571794,0.7637401342391967,0.8674307942390442
training history only; not a significance test,18,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.8558417715524372,0.7668627619743347,0.8610880017280579
training history only; not a significance test,19,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.850534682211123,0.7686590790748596,0.8419962286949157
training history only; not a significance test,20,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,0.8323863023205808,0.7677683115005494,0.8347461581230163
training history only; not a significance test,1,Figure 6,LSTM,chorale_lstm,1 training trajectory,complete non-development primary training log,runs\chorale_lstm\metrics.csv,1.565259663682235,0.712219500541687,1.3299814462661743
